location_id,location_address,rate,reviewAvg,totalReview,serviceFee,occupancyTax
362,"7894 Isaiah Fords, Sabinaside, Georgia",99,2.41,491,5,4
363,"67098 Olson Well, Port Agnesfurt, Washington",66,0.14,157,8,2
364,"87917 Milo Plains, East Sarah, Tennessee",78,3.73,138,7,5
365,"9057 Christopher Shoal, East Adahland, Arizona",93,2.21,181,6,6
366,"861 Skiles Village, Lake Aishaland, Wisconsin",39,4.46,469,5,2
367,"411 Beier Isle, North Jevon, West Virginia",76,2.01,387,6,1
368,"0055 Terry Mission, South Stone, Pennsylvania",50,4.96,297,8,7
369,"94114 Skye Mission, Rachelhaven, Delaware",38,2.45,378,5,2
370,"394 Zulauf Wells, Merlmouth, Idaho",90,0.53,254,6,2
371,"7221 Kutch Mountain, Port Wiley, Rhode Island",28,2.94,441,6,2
372,"737 Jett Knoll, Lake Hilda, Iowa",54,0.02,495,5,3
373,"360 Bednar Flats, Weimanntown, Massachusetts",96,4.28,78,5,3
374,"45408 Kip Stream, Noreneshire, North Carolina",31,0.57,134,8,6
375,"15848 Kaleb Plaza, Huelport, North Dakota",72,2.53,294,6,4
376,"1768 Tillman Alley, North Aidan, Virginia",66,1.83,51,9,7
377,"7228 Elenora Drive, Mitchelchester, New Mexico",46,1.32,457,7,2
378,"2243 Bechtelar Trafficway, Maxinefort, Mississippi",71,3.75,235,8,3
379,"25294 Hoppe Prairie, Gracetown, Rhode Island",86,1.65,172,7,3
380,"515 Bartell Route, Tyrelltown, Washington",88,0.51,143,5,1
381,"832 Alexane Summit, Lake Letitia, Louisiana",99,1.56,295,9,6
382,"74472 Metz Gateway, South Alyson, Wyoming",36,4.75,453,6,7
383,"93259 Douglas Locks, West Kenside, New Mexico",69,2.49,72,7,1
384,"21838 Quitzon Street, Lake Edmond, Iowa",75,3.67,381,9,3
385,"50876 Becker Inlet, East Jacinthe, Massachusetts",46,1.18,425,8,2
386,"39949 Kieran Club, South Moriahberg, Ohio",64,0.78,101,7,5
387,"273 Spinka Radial, Binsview, Wyoming",34,3.44,119,5,4
388,"7364 Kurtis Lake, Lindton, North Carolina",55,4.11,112,6,2
389,"02384 Brandyn Road, West Maurine, Massachusetts",71,0.41,359,9,7
390,"05183 Glover Plaza, Smithbury, Rhode Island",24,2.11,237,6,4
391,"5499 Cole Heights, Vonstad, South Dakota",87,3.81,324,7,3
392,"800 Morissette Parkway, Lake Shaniaside, New York",65,1.67,281,6,1
393,"2347 Stiedemann Crossroad, Kevonstad, Utah",52,1.92,134,6,7
394,"7593 McCullough Mews, Morrisberg, New York",53,2.93,163,6,1
395,"335 Eleanore Glen, Port Terrellville, Minnesota",92,2.02,451,6,5
396,"253 Watsica Extensions, Port Mina, New Mexico",90,1.90,205,5,1
397,"0604 Schumm Forge, Olenbury, New Mexico",94,4.29,297,6,2
398,"23877 Micheal Rest, Kaciborough, Wisconsin",90,3.52,471,6,2
399,"9398 Rocky Keys, West Margret, Illinois",39,2.04,185,9,4
400,"44558 Hannah Light, Borertown, Utah",43,0.34,232,6,5
401,"7050 Ryleigh Ford, West Vincehaven, Iowa",28,4.50,497,8,3
402,"057 Ledner Tunnel, Maggiohaven, Wisconsin",28,0.48,184,7,2
403,"770 Mante Courts, Stellafort, Nebraska",65,4.62,157,7,7
404,"47269 Dayana Fork, West Lenny, Utah",65,2.54,256,5,5
405,"373 Wilmer Stream, Port Ally, North Dakota",24,4.42,250,5,5
406,"6026 Beth Cliff, New Wilfred, Mississippi",46,0.86,368,7,1
407,"4651 Marcelino Vista, New Willardview, Iowa",35,0.22,480,5,7
408,"12979 Bartoletti Island, Croninville, New Mexico",67,4.77,126,9,4
409,"194 Jany Fall, Janafort, Oregon",47,4.18,385,8,2
410,"711 Cooper Throughway, New Alvera, Nebraska",44,2.45,110,6,7
411,"2244 Jesse Forge, West Americaburgh, Wyoming",50,4.31,132,8,3
412,"1381 Harber Mountains, West Annetta, Rhode Island",64,1.20,457,9,3
413,"188 Becker Groves, New Immanueltown, Minnesota",34,0.83,223,8,4
414,"4960 Bertha Prairie, Darechester, Oregon",38,0.68,290,9,4
415,"3281 Adolph Expressway, Anjalichester, Washington",23,4.31,164,9,4
416,"409 Kovacek Union, East Niafurt, Nevada",63,4.09,415,9,2
417,"40924 Wunsch Field, Tillmanland, Kentucky",59,1.21,131,9,6
418,"172 Florian Tunnel, East Deangeloland, Texas",36,0.74,249,8,4
419,"84657 Waelchi Burgs, West Garlandmouth, Kentucky",62,0.53,159,6,2
420,"51043 Orn Haven, Kulasberg, Massachusetts",83,3.76,278,5,4
421,"465 Mayer Glen, Port Meta, Iowa",69,4.01,219,8,5
422,"9708 Olson Plains, North Keanu, Utah",77,0.45,398,7,2
423,"3191 Hudson Highway, East Everette, New Mexico",27,2.95,174,9,4
424,"324 Mayert Row, Luettgenville, Connecticut",57,4.08,123,6,6
425,"02330 Schuppe Roads, Murphytown, Arizona",22,2.44,240,6,7
426,"642 Meagan Square, Murazikstad, Wyoming",75,2.64,88,5,2
427,"980 Rodriguez Gardens, East Reymundoborough, South Carolina",44,3.14,329,7,4
428,"870 Nathaniel River, Carmellatown, South Dakota",89,2.48,495,6,7
429,"5331 Dickinson Village, Denisberg, North Carolina",68,3.59,406,9,4
430,"5500 Littel Place, Carterhaven, New York",89,3.86,394,8,1
431,"91916 Erling Bypass, Swaniawskiton, South Dakota",34,0.08,410,9,5
432,"651 Berneice Stream, Powlowskifurt, Idaho",81,2.37,193,6,5
433,"084 Schmitt Track, Lake Lura, Arizona",47,2.46,51,7,2
434,"78947 Schowalter Parkway, New Julioton, Massachusetts",41,3.78,409,5,5
435,"07800 Myrtis Village, Haileymouth, Arkansas",65,4.16,99,8,4
436,"41243 Kohler View, North Levimouth, North Carolina",34,2.32,350,5,7
437,"4307 Tyrese Plaza, Port Kayleigh, Oregon",56,0.43,85,8,5
438,"524 Bruen Alley, Ebertside, Alabama",80,3.37,255,5,1
439,"5300 Elaina Glens, Yundtberg, Alabama",95,2.46,271,8,5
440,"49905 Kunze Ridges, Braulioview, Arizona",73,3.96,319,5,3
441,"0140 Dejon Squares, Chandlerchester, Tennessee",69,1.24,300,9,1
442,"7154 Sunny Hollow, Stantonfort, Arizona",79,3.27,54,5,7
443,"78395 Stark Viaduct, Littelview, Arkansas",63,4.20,408,7,7
444,"88443 Marian Plaza, South Darion, Wisconsin",67,3.26,116,9,1
445,"72437 Daron Ramp, West Melisa, South Carolina",46,3.49,142,7,3
446,"5910 Mraz View, New Sabinafort, South Carolina",86,3.47,358,6,7
447,"35874 Alycia Keys, Fabiolamouth, Arkansas",24,1.42,143,6,1
448,"8780 Kirlin Knoll, New Erich, Arkansas",77,1.46,165,6,5
449,"7796 Mekhi Motorway, Brannonberg, South Dakota",29,4.67,145,7,7
450,"86259 Kiehn Green, Ortizside, Oklahoma",27,0.76,342,9,1
451,"070 Armstrong Island, North Earnestland, Oklahoma",44,1.53,331,7,1
452,"3878 Keaton River, Elisabethberg, Maryland",47,1.50,479,6,2
453,"59915 Dessie Junction, South Marleeport, Idaho",65,3.04,164,7,6
454,"5858 Tracey Burg, Erdmantown, Hawaii",49,2.04,464,8,4
455,"78986 Christiana Throughway, Port Courtneymouth, North Dakota",51,2.02,77,7,5
456,"824 Prosacco Heights, New Brittany, Michigan",62,0.16,187,8,6
457,"01060 Melyna Via, Terencemouth, Alabama",29,0.25,249,6,6
458,"44327 Torphy Brooks, Kundefurt, Wyoming",71,3.11,385,9,5
459,"6368 Stamm Divide, East Janae, Kentucky",21,1.23,205,9,5
460,"7514 Raymond Grove, New Americaville, Idaho",70,0.23,438,7,4
461,"8666 Legros Roads, Port Sybleton, Arkansas",68,0.10,498,5,6
462,"9074 Jade Shores, Langoshtown, Louisiana",98,2.22,166,5,3
463,"522 Henry Canyon, Port Kadin, New Mexico",72,3.75,364,9,6
464,"6022 Corrine Gateway, Lake Gianni, New Mexico",62,1.24,242,5,4
465,"1951 Kuhn Road, Ewellbury, Hawaii",27,0.60,313,7,1
466,"47978 Murray Garden, Corkerymouth, California",89,3.45,234,7,1
467,"1239 Metz Estate, North Lillianbury, Indiana",47,3.80,89,6,2
468,"5340 Rowe Parks, Madisentown, New Hampshire",83,1.82,287,6,3
469,"2481 Marcelle Plains, North Sammie, North Carolina",95,1.43,490,8,5
470,"3550 Adelbert Hills, Port Morganchester, Wyoming",89,0.85,345,7,7
471,"07940 Trantow Fort, Armstrongside, Rhode Island",42,3.76,125,6,7
472,"94672 Dach Summit, North Zakary, Illinois",89,1.43,323,6,3
473,"08390 Baumbach Village, Christellemouth, Utah",22,0.48,144,6,7
474,"2068 Effertz Squares, Christiansenstad, Wisconsin",80,1.86,386,7,5
475,"9418 Wintheiser Prairie, Marvinfort, New York",83,1.09,110,5,3
476,"534 Waldo Locks, Melanytown, Montana",21,1.22,361,6,6
477,"45902 Jacques Inlet, D'Amorefurt, Oregon",65,2.06,260,5,4
478,"2789 Fisher Ports, New Jolie, Illinois",20,1.49,243,6,1
479,"027 Roberts Summit, Charlieshire, Connecticut",68,4.86,330,7,1
480,"52929 Americo Estate, West Kiarra, Colorado",28,4.74,491,7,2
481,"2563 Saul Alley, Treberg, Delaware",89,1.13,403,6,3
482,"90047 Harvey Dam, Maritzamouth, Missouri",48,0.31,85,6,2
483,"9907 Anahi Crest, Cydneyhaven, Oklahoma",68,0.55,467,6,3
484,"867 Sylvester Summit, West Gunner, Arkansas",46,4.21,52,5,6
485,"0113 Pollich Trace, Reicherthaven, Nevada",47,4.08,79,7,2
486,"224 Funk Lakes, North Mallieshire, Alabama",85,3.19,173,7,6
487,"4725 Monahan Roads, New Irwinton, Hawaii",31,3.52,318,7,7
488,"8672 Floyd Roads, O'Reillyland, Rhode Island",48,2.29,403,8,3
489,"21385 Mariam Place, East Rickey, Colorado",68,0.12,372,8,5
490,"16581 Welch Route, South Desmond, Maryland",99,1.90,380,7,3
491,"0381 Alexandria Camp, Vernonchester, Florida",57,0.15,251,7,4
492,"743 O'Reilly Plaza, Gusberg, Michigan",46,4.55,270,6,4
493,"42420 Genoveva Field, Port Dougbury, Arizona",70,1.86,426,9,3
494,"37891 Marion Ranch, New Kelsie, Hawaii",39,1.48,61,9,3
495,"5040 Lavern Park, South Jocelyn, Vermont",73,3.54,396,7,3
496,"956 Dolly Lake, South Curtisview, Michigan",66,4.55,52,9,5
497,"907 Jaskolski Crossroad, South Carmelobury, Arkansas",73,3.04,231,6,2
498,"118 Joaquin Tunnel, Jaydenland, Illinois",83,0.63,414,6,7
499,"449 Hudson Parkway, Eldridgefort, Montana",47,1.11,141,6,4
500,"6327 Haley Pines, Harveybury, Pennsylvania",59,4.43,479,9,1
501,"3601 Windler Port, South Betsy, Rhode Island",97,0.43,182,7,6
502,"99051 Ernestina Mission, South Ada, Ohio",30,0.30,259,9,5
503,"7469 Stark Way, Elisaville, South Dakota",21,0.67,488,8,3
504,"2908 Sauer Isle, Terryport, Delaware",92,2.89,184,6,5
505,"5885 Gretchen Groves, Ikeport, Indiana",33,1.77,495,5,1
506,"562 Hills Highway, East Johnathonview, Idaho",90,3.85,427,9,1
507,"3819 Serena Mission, Eviestad, North Carolina",82,0.57,158,8,4
508,"346 Reichel Terrace, Schadenbury, Virginia",70,3.71,251,9,3
509,"0759 Mozelle Loop, North Doylehaven, Pennsylvania",27,0.95,293,7,4
510,"32987 Wiza Parkway, South Lessie, Pennsylvania",33,0.93,90,5,6
511,"73065 Cruickshank Bridge, New Khalidberg, Alabama",28,2.83,300,6,4
512,"2227 Bernier Branch, Luettgenchester, Washington",43,0.48,255,7,2
513,"4691 Lydia Prairie, Cormierfurt, Idaho",82,1.62,100,7,7
514,"557 Blake Forest, New Osborne, Missouri",98,2.15,78,7,2
515,"20682 Daniel Road, Lake Janis, North Dakota",45,2.60,256,6,3
516,"083 Kari Turnpike, Ernserside, Michigan",43,4.22,246,8,1
517,"716 Feest Lights, Emmerichfort, California",21,4.18,357,9,6
518,"6272 Ernestina Heights, Caliport, Iowa",66,4.29,394,5,3
519,"488 Eloise Green, South Gerard, Montana",67,1.34,253,9,7
520,"820 Larson Rapid, Judeland, South Dakota",51,2.24,370,5,3
521,"53217 Schmeler Light, West Elenor, Nevada",60,3.28,461,7,4
522,"63747 McCullough Station, North Sidneyburgh, New Jersey",67,1.28,120,9,2
523,"6080 Wilderman Shoals, Morarstad, Alabama",71,0.54,334,8,3
524,"6602 Gutkowski Junctions, North Velvahaven, Idaho",88,4.73,458,6,1
525,"28684 Victoria Corner, North Kelleyport, Utah",52,4.43,285,8,6
526,"24419 Nikolaus Mission, Lake Kylebury, Wisconsin",46,3.48,433,6,2
527,"2460 Allene Glens, Joseburgh, New Mexico",71,2.39,436,7,2
528,"544 Pacocha Radial, Konopelskiport, Colorado",53,3.61,470,6,6
529,"592 Bailee Ville, East Jarret, South Carolina",81,4.82,219,6,4
530,"217 Alaina Course, Port Treyburgh, Maryland",26,1.99,141,5,3
531,"01345 Aurore Harbor, Lake Madieton, Iowa",34,0.21,172,8,5
532,"626 Rahsaan Plains, East Nathanael, North Dakota",21,1.33,65,7,5
533,"7936 Karelle Inlet, Schinnerchester, Montana",74,4.19,367,9,6
534,"194 Brekke Green, North Rupert, Oregon",72,2.44,315,6,7
535,"4998 Ova Falls, New Kevinborough, Arkansas",66,0.72,306,6,1
536,"3307 Robel Place, Lilyanmouth, Nebraska",54,3.60,246,6,6
537,"97117 Littel Locks, New Phyllis, West Virginia",61,2.29,492,7,1
538,"915 Werner Pines, New Sigurdberg, Massachusetts",90,2.07,214,9,7
539,"029 Maria Highway, Russelport, Alabama",27,3.18,113,9,3
540,"07930 Vernon Rapids, Port Prince, Utah",91,1.87,401,8,4
541,"21090 Runolfsdottir Hills, East Oralhaven, New Jersey",97,1.48,264,8,5
542,"0264 Gina Parkways, South Lydahaven, Florida",92,1.04,87,7,4
543,"74060 Abshire Street, Port Marvin, Texas",93,3.64,473,8,7
544,"866 Jaquan Forge, Ashlyland, Connecticut",96,3.92,160,8,5
545,"3562 Lucile Cape, O'Konburgh, Texas",57,3.12,282,5,1
546,"10391 Leland Lock, Mattieland, Tennessee",22,3.51,279,8,4
547,"772 Zane Rapid, Stantonburgh, Texas",39,4.81,468,5,4
548,"4502 Jennie Path, Klockofurt, Texas",73,3.30,207,5,2
549,"8213 Veum Avenue, West Madelynville, Virginia",57,3.93,417,8,7
550,"020 Farrell View, Kilbackside, Illinois",90,1.91,249,7,4
551,"151 Stiedemann Mountain, Lauryntown, Ohio",94,3.34,469,6,3
552,"6669 Mayer Highway, West Kenmouth, Wyoming",58,3.77,393,8,6
553,"6760 Keegan Streets, East Lelia, Nevada",96,1.87,489,9,3
554,"76328 Tressie Summit, Grahamberg, Montana",70,1.87,307,9,3
555,"691 Schmitt Trafficway, South Karlee, Texas",55,4.75,349,9,4
556,"8258 Marge Trace, Sonnyview, South Dakota",42,4.63,156,7,7
557,"50975 Antonetta Ports, Marvinside, Maryland",95,4.74,218,9,3
558,"9765 O'Hara Branch, West Eloy, Illinois",28,1.85,130,7,3
559,"767 Mireille Burg, Corwinshire, Maryland",62,0.20,490,7,3
560,"936 Jessyca Meadow, Waelchiville, Maine",20,4.21,384,6,3
561,"9935 Esperanza Mill, Lake Rosella, Tennessee",34,0.20,310,6,3
562,"111 Amos Wells, West Darrin, Florida",31,0.60,107,7,6
563,"833 Kailey Divide, Marquardtfort, Kansas",82,0.25,444,5,2
564,"7495 Tromp Islands, Jairobury, Ohio",51,1.11,464,5,4
565,"903 Keeling Roads, Rubenland, Kansas",83,1.94,221,8,4
566,"70563 Deshaun Harbor, Binsside, Louisiana",32,1.39,374,7,3
567,"407 Clyde Harbor, East Darwinton, Wisconsin",94,4.32,394,5,6
568,"0839 Farrell Orchard, West Hoyt, Michigan",84,4.77,403,7,6
569,"4809 Powlowski Bypass, Rodgerland, Louisiana",71,4.38,444,5,6
570,"79372 Mortimer Street, Mullerport, Oregon",47,0.90,415,6,2
571,"422 Vandervort Common, Port Kileyberg, Alaska",39,2.82,455,8,2
572,"367 Wunsch Forges, Beahanshire, Mississippi",58,2.30,169,6,6
573,"7665 Boyle Ridge, Lake Briaport, Illinois",51,2.66,488,6,5
574,"03700 Olson Station, Port Olgashire, South Carolina",65,0.10,325,5,7
575,"99556 Kenny Trail, West Adelle, Wyoming",38,4.35,124,5,5
576,"8620 Stehr Trail, North Lamar, Wisconsin",39,0.87,316,5,5
577,"449 Feeney Rue, South Ramona, Alaska",74,3.28,70,7,5
578,"81337 Jesse Street, Natalieburgh, Alaska",79,0.68,438,9,7
579,"76321 John Road, North Guadalupeview, Louisiana",30,4.19,438,7,4
580,"873 Herman Ridge, Arielstad, Kansas",49,0.51,133,5,5
581,"48538 Toy Ford, Port Camronport, Louisiana",54,4.77,377,8,6
582,"685 Jaydon Drives, West Lauren, Pennsylvania",44,0.99,496,6,7
583,"2237 Erdman Isle, Runtebury, Minnesota",66,1.53,363,6,3
584,"69122 Green Trail, Hudsonbury, New York",59,4.03,177,6,4
585,"3983 Dickinson Ferry, Willmsland, Illinois",61,4.88,399,8,3
586,"2949 Senger Turnpike, Rosaport, Louisiana",71,0.96,349,6,2
587,"28408 Rau Row, Conroymouth, Ohio",52,1.95,235,6,1
588,"912 Shania Burgs, South Breanne, Ohio",52,0.93,215,8,3
589,"8486 Goldner Ville, Port Raleigh, New Hampshire",50,1.12,415,8,5
590,"623 Schaefer Divide, Marlenhaven, Wisconsin",94,3.01,493,5,2
591,"931 Gusikowski Valleys, Rogahnborough, Oklahoma",80,0.28,472,6,1
592,"08334 Haley Underpass, Bogisichside, Massachusetts",96,4.69,322,6,6
593,"95904 Deven Motorway, Millerview, New Hampshire",51,4.26,169,5,5
594,"6180 Sheldon Prairie, Cotyshire, Oregon",48,4.24,92,5,2
595,"103 Runolfsson Mews, Lake Pattie, Virginia",58,1.47,122,9,4
596,"126 Lesch Way, Jordyberg, Vermont",98,1.37,152,6,4
597,"935 Donnell Walk, Kochburgh, New Mexico",95,4.16,268,8,1
598,"9633 Cummings Skyway, Robertmouth, Wisconsin",68,2.48,462,6,3
599,"18703 Meta Rue, Lake Tierra, Wyoming",65,2.35,456,6,1
600,"07047 Cassin Point, East Zoechester, California",82,4.90,241,5,1
601,"05425 Parisian Terrace, Cartwrightfurt, North Carolina",50,4.58,265,5,1
602,"9396 Jayce Highway, Tiffanybury, Rhode Island",56,4.73,412,9,5
603,"4082 Judd Fork, Raynorfort, Nevada",68,1.23,288,8,7
604,"983 Einar Fork, Mariahborough, New Hampshire",58,3.70,134,6,3
605,"00350 Grimes Lake, South Florida, Kansas",48,3.96,124,6,4
606,"2765 Roberts Gateway, West Onie, Oklahoma",83,3.77,454,8,5
607,"050 Kerluke Creek, Cassidyview, Montana",82,0.71,427,8,1
608,"56068 Gail Land, Port Javonbury, North Dakota",96,1.12,320,9,7
609,"586 Schroeder Alley, East Weston, North Carolina",74,3.41,129,6,5
610,"57056 Bins Branch, Lake Jalenport, Minnesota",76,4.88,113,5,6
611,"0840 Adolphus Mountain, East Antonioborough, Missouri",64,1.93,260,6,4
612,"04833 Cole Neck, North Ludwigtown, Alaska",30,0.92,461,6,3
613,"16249 Nat Track, Grantmouth, Missouri",91,2.17,245,5,2
614,"6291 Schuster Ways, East Leslyport, Oklahoma",51,1.52,413,6,1
615,"57130 Rippin Brook, Port Franco, California",31,0.34,390,5,3
616,"92708 General Villages, North Birdieborough, Massachusetts",23,2.22,231,9,5
617,"3078 Dietrich Fork, North Ginoburgh, West Virginia",44,0.42,286,9,7
618,"58017 Rohan Avenue, Port Fredamouth, Nevada",61,4.53,305,5,7
619,"66136 D'Amore Lane, Smithamtown, Texas",59,4.73,244,9,4
620,"194 Gleichner Crest, East Tomasside, Louisiana",61,3.60,71,8,1
621,"8223 Mathew Mission, Daphneemouth, Louisiana",55,4.86,144,9,5
622,"04357 Emanuel Expressway, Bogisichstad, North Dakota",94,1.96,162,5,1
623,"2374 Dagmar Expressway, Floydburgh, Missouri",24,3.49,173,8,1
624,"3882 Esmeralda Islands, New Deanna, Indiana",98,3.42,478,5,3
625,"356 Avis Flat, Dandreport, California",41,0.95,453,8,4
626,"0383 Brenna Brook, Lucianofort, Utah",32,2.93,144,5,2
627,"34881 Pacocha Wall, East Arlo, Maryland",81,2.58,411,6,2
628,"693 Alta Land, South Sabinachester, New Hampshire",54,3.54,305,7,2
629,"849 Idell Circles, New Odieside, Connecticut",61,4.34,306,8,5
630,"07413 Ankunding Ridges, Greenholtchester, Iowa",55,3.03,303,9,6
631,"285 Dibbert Grove, North Sierra, West Virginia",23,0.68,106,5,2
632,"15201 Funk Ramp, North Jeanette, Wisconsin",58,4.58,307,7,1
633,"88850 Kling Landing, Kaydenmouth, Massachusetts",99,3.96,363,7,4
634,"062 Buckridge Inlet, North Rowena, Missouri",98,1.13,135,5,5
635,"58345 Harold Passage, Machaven, Maine",68,4.74,193,7,1
636,"723 Barrows Station, Port Julie, Oklahoma",89,3.98,458,8,3
637,"59702 Antone Mountain, Felicityfurt, West Virginia",54,1.84,400,6,3
638,"63709 Kshlerin Causeway, Port Clifton, Nebraska",64,2.78,283,7,6
639,"426 Jerel Well, West Annalise, Montana",26,3.85,366,8,1
640,"72745 Alphonso View, Gerryside, Minnesota",47,0.49,403,6,4
641,"8112 Nolan Row, Rockymouth, Georgia",72,3.45,297,7,7
642,"35185 Maryjane Ville, East Presley, Hawaii",59,1.14,464,8,5
643,"850 Otilia Keys, West Thea, Utah",66,2.80,70,7,6
644,"84487 Paul Union, West Briabury, Texas",66,3.77,476,8,5
645,"808 MacGyver Forges, New Samantha, Massachusetts",45,0.77,413,6,3
646,"25672 Kelley Glen, Kesslermouth, New Mexico",72,2.85,142,7,6
647,"84942 Walker Lane, Denisbury, Oklahoma",52,0.92,83,9,2
648,"85823 Crystel Circles, Kautzerside, Kentucky",39,4.08,460,7,5
649,"077 Fredy Lodge, Port Bertrand, Ohio",20,4.99,373,6,2
650,"277 Hanna Hill, South Mayra, Nevada",88,1.10,426,7,2
651,"167 Rachel Street, Kulasfort, Alabama",79,4.04,217,8,6
652,"3785 Jesse Crescent, East Rhiannon, South Dakota",93,4.83,423,8,1
653,"941 Eulah Square, Willport, Hawaii",48,1.97,329,5,5
654,"0577 Ernser Highway, Balistreriport, Michigan",75,2.77,254,9,7
655,"5866 Pietro Freeway, Bartonshire, California",66,4.07,376,9,5
656,"0034 Lockman Terrace, North Erling, New York",54,0.86,267,7,6
657,"1846 Lindgren Hill, Nigelmouth, Washington",45,3.24,196,7,1
658,"318 Legros Club, Warrenfort, Alabama",74,2.92,59,7,7
659,"8749 Anderson Extension, Port Matildemouth, Massachusetts",57,4.22,99,5,5
660,"7051 Bradley Turnpike, Port Reeseberg, Kentucky",96,1.63,222,8,3
661,"649 Madaline Cape, North Kip, Nevada",36,4.56,175,8,5
662,"8304 Gutmann Village, New Alessandra, Arizona",36,0.36,398,6,5
663,"3283 Josefina Loaf, North Nathanial, Tennessee",71,2.46,183,5,4
664,"4599 Gleichner Estates, New Kacieland, Colorado",71,3.94,358,8,7
665,"8623 Nola Way, Faheyton, South Carolina",50,4.24,207,8,4
666,"0746 Flo Crescent, New Adalbertochester, Arkansas",83,1.06,319,8,2
667,"306 Herman Plains, Faheyhaven, Washington",95,4.56,281,9,3
668,"1261 Hilpert Stravenue, Brycenmouth, Montana",46,1.56,393,9,3
669,"4853 Erdman Plaza, South Heloisebury, Kansas",24,3.42,334,9,7
670,"396 Dakota Port, Sheldonbury, North Carolina",78,3.80,365,6,5
671,"3285 Donald Burgs, North Marc, Iowa",21,1.72,251,9,5
672,"244 Jaycee Trafficway, Kubfurt, New Mexico",92,0.70,81,9,6
673,"1374 Kassandra Forest, Anitastad, Washington",86,3.41,63,8,4
674,"3574 Little Curve, Hayleystad, South Dakota",30,3.37,197,7,3
675,"14334 Alice Common, Graciemouth, New Hampshire",39,3.83,418,6,3
676,"96882 Jerde Mountain, Lake Trevor, New York",33,1.87,143,6,3
677,"455 Aubree Wall, Lake Jerry, Vermont",62,1.90,331,8,1
678,"634 Zulauf Passage, Port Dean, Ohio",24,2.13,457,7,4
679,"923 Goodwin Springs, South Orval, Ohio",51,1.62,245,5,7
680,"888 Elias Landing, Donnellyport, Illinois",77,3.21,252,9,6
681,"0209 Herman Garden, Taureanfort, Nebraska",31,2.96,256,6,6
682,"62869 West Courts, Carrollchester, Rhode Island",40,3.90,314,7,6
683,"79973 Dooley Lodge, Port Sonia, Mississippi",88,3.22,159,9,1
684,"94821 Jaunita Mountains, North Kenburgh, West Virginia",30,1.37,410,6,5
685,"82257 Beatty Street, New Jerrell, Ohio",72,0.31,245,8,3
686,"9061 Kaia Crescent, Haroldborough, Hawaii",71,4.88,202,7,6
687,"1238 Floyd Haven, Lynchview, Maryland",47,0.93,209,9,5
688,"17815 Pablo Flats, Novahaven, Arkansas",45,2.20,165,9,1
689,"39957 Weber Cliffs, Verniebury, Michigan",21,1.98,344,7,4
690,"453 Rene Summit, West Rico, Indiana",37,0.64,226,8,6
691,"3287 Rhianna Plains, Mayertside, Maine",73,4.13,358,5,6
692,"73435 O'Kon Trail, Maidashire, Florida",84,0.76,319,8,5
693,"5635 Cruz Flats, Quitzonhaven, Colorado",80,1.12,399,8,7
694,"05629 Cartwright Center, Champlinview, Illinois",92,0.04,79,5,6
695,"3241 Greta Burg, Shyannechester, Missouri",80,0.54,144,7,1
696,"658 Collins Vista, West Vanceberg, South Dakota",84,0.34,154,6,5
697,"43435 Zakary Turnpike, Theodoretown, Florida",43,1.11,466,5,2
698,"8938 Nels Circle, Brockfurt, Colorado",69,2.42,442,5,2
699,"774 Mayer Throughway, Port Gwendolyn, Illinois",59,2.29,201,7,5
700,"7982 Sarai Ford, Rathton, Vermont",64,0.35,268,9,1
701,"1380 Clifford Groves, South Trudie, Maine",77,0.76,290,7,2
702,"8763 Evie Inlet, Milfordchester, Texas",27,3.29,215,9,4
703,"60674 Angeline Hill, North Hendersonview, Iowa",82,3.69,128,5,7
704,"6958 Wilfredo Glen, Jaskolskimouth, Massachusetts",39,3.11,139,5,6
705,"41430 Hartmann Plains, Lake Fatima, Kansas",23,0.17,272,8,2
706,"3696 Elaina Gateway, Nigeltown, Massachusetts",58,1.28,194,6,1
707,"57844 Ivah Centers, West Sheldonhaven, Tennessee",42,0.49,83,5,5
708,"205 Abbie Street, Wilkinsonfurt, Ohio",73,1.37,456,5,7
709,"9859 Hyatt Hills, East Kyleemouth, Wisconsin",35,0.88,295,6,1
710,"59041 Bayer Fords, Jonesstad, Arkansas",47,3.72,213,9,5
711,"8989 Botsford Expressway, East Delia, Tennessee",91,2.29,238,9,2
712,"46458 Schuster Fork, Port Howellstad, Mississippi",71,0.51,371,5,6
713,"67511 Kayleigh Greens, North Hassanfort, Connecticut",29,0.85,258,6,4
714,"46069 Jailyn Brook, East Wilbert, Iowa",65,3.81,153,7,5
715,"94332 Heller Shore, East Isabelle, South Carolina",50,0.92,119,9,3
716,"17867 Purdy Ports, Hoppestad, Pennsylvania",98,3.06,68,7,7
717,"07890 Kelsie Coves, East Lilyan, Arkansas",57,2.92,240,5,3
718,"57397 Yasmeen Junctions, Port Andreane, New Mexico",51,1.88,152,6,4
719,"04990 Prohaska Well, Gutmanntown, South Carolina",44,0.78,320,6,3
720,"4607 Hegmann Islands, Naderside, Idaho",99,2.80,268,7,1
721,"786 Ford Center, Minniefurt, Florida",70,3.45,402,7,7
722,"6316 Graham Spurs, Goldenchester, Arizona",71,4.08,53,8,2
723,"31739 Mariela Spring, Darwinberg, Missouri",77,4.25,307,6,1
724,"43624 Koch Neck, West Joanahaven, Texas",54,0.55,59,8,7
725,"233 Funk Villages, Rosenbaumville, Illinois",72,0.77,326,9,4
